"Stage","SeqNr","Timestamp","Phase","Width","Vprim"
B,2878,18629258,1,143,1750
B,2879,18636035,0,145,2334
B,2880,18636173,1,140,1730
B,2881,18642948,0,145,2307
B,2882,18643083,1,143,1757
B,2883,18649861,0,145,2244
B,2884,18649995,1,143,1770
B,2885,18656774,0,145,2156
B,2886,18656910,1,141,1759
B,2887,18663686,0,145,2341
B,2888,18663819,1,145,1768
B,2889,18670599,0,145,2199
B,2890,18670732,1,145,1755
B,2891,18677512,0,145,2224
B,2892,18677649,1,141,1750
B,2893,18684425,0,145,2343
B,2894,18684560,1,143,1757
B,2895,18691338,0,145,2373
B,2896,18691472,1,144,1773
B,2897,18698251,0,145,2316
B,2898,18698386,1,142,1759
B,2899,18705163,0,145,2334
B,2900,18705297,1,143,1752
B,2901,18712076,0,145,2330
B,2902,18712211,1,143,1748
B,2903,18718990,0,145,2291
B,2904,18719125,1,143,1784
B,2905,18725903,0,145,2332
B,2906,18726038,1,143,1755
B,2907,18732817,0,145,2339
B,2908,18732952,1,143,1755
B,2909,18739731,0,145,2185
B,2910,18739866,1,142,1748
B,2911,18746644,0,145,2337
B,2912,18746777,1,145,1761
B,2913,18753557,0,145,2325
B,2914,18753690,1,144,1773
B,2915,18760470,0,145,2337
B,2916,18760603,1,144,1748
B,2917,18767383,0,145,2337
B,2918,18767516,1,144,1775
B,2919,18774296,0,145,2328
B,2920,18774431,1,142,1757
B,2921,18781209,0,145,2332
B,2922,18781346,1,140,1734
B,2923,18788122,0,145,2319
B,2924,18788255,1,144,1757
B,2925,18795035,0,144,2323
B,2926,18795170,1,142,1750
B,2927,18801949,0,145,2337
B,2928,18802086,1,140,1739
B,2929,18808862,0,145,2337
B,2930,18808997,1,143,1746
B,2931,18815775,0,145,2343
B,2932,18815910,1,143,1759
B,2933,18822688,0,145,2231
B,2934,18822824,1,142,1739
B,2935,18829602,0,144,2244
B,2936,18829736,1,143,1755
B,2937,18836517,0,145,2339
B,2938,18836650,1,144,1730
B,2939,18843433,0,145,2231
B,2940,18843568,1,142,1752
B,2941,18850349,0,145,2332
B,2942,18850482,1,145,1761
B,2943,18857265,0,145,2332
B,2944,18857398,1,145,1761
B,2945,18864180,0,145,2289
B,2946,18864315,1,143,1759
B,2947,18871096,0,145,2276
B,2948,18871231,1,142,1750
B,2949,18878011,0,145,2343
B,2950,18878148,1,141,1739
B,2951,18884927,0,145,2339
B,2952,18885064,1,141,1743
B,2953,18891843,0,144,2181
B,2954,18891977,1,143,1759
B,2955,18898758,0,145,2289
B,2956,18898891,1,145,1761
B,2957,18905673,0,145,2330
B,2958,18905808,1,142,1748
B,2959,18912587,0,145,2337
B,2960,18912722,1,143,1750
B,2961,18919502,0,145,2370
B,2962,18919639,1,141,1730
B,2963,18926417,0,145,2161
B,2964,18926552,1,142,1755
B,2965,18933330,0,145,2276
B,2966,18933463,1,145,1757
B,2967,18940243,0,144,2334
B,2968,18940377,1,143,1730
B,2969,18947156,0,145,2258
B,2970,18947291,1,142,1743
B,2971,18954069,0,145,2352
B,2972,18954205,1,142,1752
B,2973,18960983,0,145,2355
B,2974,18961118,1,143,1755
B,2975,18967897,0,145,2352
B,2976,18968031,1,144,1761
B,2977,18974811,0,145,2334
B,2978,18974948,1,140,1727
B,2979,18981724,0,145,2334
B,2980,18981861,1,140,1734
B,2981,18988637,0,145,2296
B,2982,18988773,1,142,1737
B,2983,18995551,0,145,2231
B,2984,18995686,1,142,1752
B,2985,19002465,0,144,2258
B,2986,19002600,1,142,1746
B,2987,19009378,0,145,2215
B,2988,19009515,1,141,1743
B,2989,19016292,0,144,2328
B,2990,19016427,1,142,1743
B,2991,19023204,0,145,2339
B,2992,19023341,1,141,1737
B,2993,19030116,0,145,2341
B,2994,19030251,1,143,1752
B,2995,19037029,0,144,2294
B,2996,19037163,1,143,1766
B,2997,19043942,0,145,2348
B,2998,19044076,1,144,1775
B,2999,19050856,0,145,2249
B,3000,19050991,1,142,1748
B,3001,19057770,0,145,2346
B,3002,19057903,1,144,1757
B,3003,19064682,0,145,2289
B,3004,19064818,1,142,1752
B,3005,19071595,0,145,2343
B,3006,19071732,1,141,1746
B,3007,19078508,0,145,2332
B,3008,19078643,1,142,1759
B,3009,19085421,0,145,2384
B,3010,19085556,1,142,1746
B,3011,19092333,0,145,2330
B,3012,19092468,1,143,1739
B,3013,19099245,0,145,2215
B,3014,19099379,1,143,1759
B,3015,19106157,0,145,2242
B,3016,19106289,1,145,1770
B,3017,19113069,0,145,2267
B,3018,19113204,1,143,1757
B,3019,19119981,0,145,2348
B,3020,19120116,1,143,1752
B,3021,19126893,0,145,2316
B,3022,19127029,1,142,1746
B,3023,19133807,0,145,2296
B,3024,19133942,1,142,1748
B,3025,19140720,0,145,2291
B,3026,19140855,1,143,1748
B,3027,19147634,0,145,2341
B,3028,19147767,1,145,1766
B,3029,19154548,0,145,2314
B,3030,19154683,1,143,1752
B,3031,19161462,0,145,2319
B,3032,19161597,1,143,1768
B,3033,19168376,0,145,2386
B,3034,19168510,1,144,1752
B,3035,19175291,0,145,2203
B,3036,19175428,1,141,1732
B,3037,19182205,0,145,2258
B,3038,19182341,1,141,1741
B,3039,19189118,0,145,2237
B,3040,19189253,1,143,1752
B,3041,19196032,0,145,2339
B,3042,19196167,1,143,1752
B,3043,19202947,0,145,2188
B,3044,19203080,1,145,1764
B,3045,19209862,0,145,2332
B,3046,19209997,1,143,1752
B,3047,19216776,0,145,2314
B,3048,19216910,1,144,1755
B,3049,19223690,0,145,2337
B,3050,19223827,1,140,1743
B,3051,19230603,0,145,2341
B,3052,19230736,1,145,1768
B,3053,19237517,0,145,2294
B,3054,19237650,1,145,1775
B,3055,19244430,0,145,2296
B,3056,19244567,1,141,1730
B,3057,19251343,0,145,2325
B,3058,19251478,1,143,1750
B,3059,19258257,0,145,2352
B,3060,19258392,1,142,1788
B,3061,19265171,0,145,2352
B,3062,19265305,1,143,1725
B,3063,19272084,0,145,2307
B,3064,19272219,1,143,1759
B,3065,19278998,0,145,2339
B,3066,19279131,1,144,1764
B,3067,19285912,0,144,2260
B,3068,19286044,1,145,1761
B,3069,19292825,0,145,2323
B,3070,19292960,1,142,1759
B,3071,19299737,0,145,2334
B,3072,19299872,1,143,1770
B,3073,19306649,0,145,2332
B,3074,19306784,1,143,1759
B,3075,19313562,0,145,2370
B,3076,19313698,1,142,1746
B,3077,19320474,0,145,2244
B,3078,19320610,1,142,1734
B,3079,19327387,0,145,2305
B,3080,19327523,1,142,1770
