"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
A,127944,2093419499,1,197,2109
B,118985,2093422441,0,187,2513
B,118986,2093422617,1,185,1899
A,127945,2093428583,0,197,2454
A,127946,2093428768,1,199,2122
B,118987,2093431739,0,187,2409
B,118988,2093431916,1,185,1906
A,127947,2093437853,0,200,2508
A,127948,2093438039,1,202,2109
B,118989,2093441037,0,187,2501
B,118990,2093441213,1,186,1924
A,127949,2093447178,0,202,2619
A,127950,2093447366,1,203,2129
B,118991,2093450336,0,187,2506
B,118992,2093450514,1,183,1899
A,127951,2093456455,0,202,2361
A,127952,2093456645,1,202,2115
B,118993,2093459634,0,187,2494
B,118994,2093459809,1,186,1917
A,127953,2093465733,0,203,2510
A,127954,2093465924,1,203,2111
B,118995,2093468932,0,187,2485
B,118996,2093469108,1,185,1901
A,127955,2093475012,0,204,2490
A,127956,2093475203,1,205,2115
B,118997,2093478230,0,187,2499
B,118998,2093478408,1,183,1892
A,127957,2093484296,0,205,2431
A,127958,2093484486,1,208,2111
B,118999,2093487529,0,187,2497
B,119000,2093487704,1,186,1910
A,127959,2093493580,0,206,2467
A,127960,2093493778,1,202,2091
B,119001,2093496827,0,186,2497
B,119002,2093497002,1,186,1917
A,127961,2093502865,0,207,2497
A,127962,2093503063,1,205,2088
B,119003,2093506124,0,187,2492
B,119004,2093506302,1,184,1897
A,127963,2093512206,0,209,2449
A,127964,2093512406,1,206,2073
B,119005,2093515421,0,187,2492
B,119006,2093515600,1,183,1897
A,127965,2093521498,0,210,2443
A,127966,2093521696,1,209,2131
B,119007,2093524719,0,187,2564
B,119008,2093524896,1,184,1899
A,127967,2093530790,0,211,2416
A,127968,2093530986,1,214,2115
B,119009,2093534015,0,187,2510
B,119010,2093534191,1,185,1901
A,127969,2093540083,0,212,2454
A,127970,2093540286,1,209,2095
B,119011,2093543310,0,187,2382
B,119012,2093543487,1,184,1906
A,127971,2093549378,0,213,2440
A,127972,2093549580,1,212,2122
B,119013,2093552605,0,188,2470
B,119014,2093552784,1,184,1888
A,127973,2093558675,0,214,2531
A,127974,2093558878,1,213,2115
B,119015,2093561902,0,189,2458
B,119016,2093562081,1,186,1937
A,127975,2093568078,0,212,2440
A,127976,2093568279,1,212,2127
B,119017,2093571148,0,190,2483
B,119018,2093571328,1,188,1906
A,127977,2093577428,0,210,2355
A,127978,2093577627,1,210,2120
B,119019,2093580399,0,191,2501
B,119020,2093580580,1,188,1908
A,127979,2093586826,0,209,2479
A,127980,2093587026,1,207,2104
B,119021,2093589651,0,192,2449
B,119022,2093589832,1,190,1892
A,127981,2093596220,0,209,2544
A,127982,2093596418,1,208,2102
B,119023,2093598902,0,193,2504
B,119024,2093599083,1,192,1924
A,127983,2093605613,0,207,2456
A,127984,2093605809,1,207,2106
B,119025,2093608157,0,193,2501
B,119026,2093608340,1,192,1915
A,127985,2093615004,0,206,2434
A,127986,2093615196,1,210,2127
B,119027,2093617413,0,195,2488
B,119028,2093617598,1,193,1912
A,127987,2093624392,0,206,2461
A,127988,2093624586,1,206,2152
B,119029,2093626724,0,197,2533
B,119030,2093626910,1,196,1924
A,127989,2093633779,0,205,2436
A,127990,2093633972,1,204,2129
B,119031,2093635988,0,198,2492
B,119032,2093636176,1,195,1917
A,127991,2093643111,0,203,2429
A,127992,2093643304,1,201,2091
B,119033,2093645253,0,199,2515
B,119034,2093645444,1,194,1903
A,127993,2093652491,0,202,2589
A,127994,2093652682,1,201,2111
B,119035,2093654519,0,200,2510
B,119036,2093654710,1,196,1901
A,127995,2093661870,0,200,2483
A,127996,2093662059,1,200,2100
B,119037,2093663788,0,201,2413
B,119038,2093663980,1,197,1903
A,127997,2093671247,0,199,2458
A,127998,2093671435,1,199,2095
B,119039,2093673059,0,201,2422
B,119040,2093673250,1,200,1901
A,127999,2093680622,0,199,2494
A,128000,2093680806,1,201,2111
B,119041,2093682332,0,203,2501
B,119042,2093682525,1,200,1928
A,128001,2093689995,0,198,2449
A,128002,2093690181,1,198,2118
B,119043,2093691608,0,204,2393
B,119044,2093691804,1,201,1899
A,128003,2093699366,0,196,2531
A,128004,2093699550,1,196,2102
B,119045,2093700887,0,206,2504
B,119046,2093701083,1,204,1915
A,128005,2093708682,0,195,2456
A,128006,2093708864,1,196,2145
B,119047,2093710169,0,206,2504
B,119048,2093710365,1,205,1921
A,128007,2093718048,0,194,2497
A,128008,2093718228,1,196,2109
B,119049,2093719453,0,207,2413
B,119050,2093719652,1,204,1908
A,128009,2093727412,0,193,2458
A,128010,2093727592,1,194,2122
B,119051,2093728738,0,209,2499
B,119052,2093728936,1,208,1949
A,128011,2093736777,0,192,2321
A,128012,2093736957,1,192,2109
B,119053,2093738029,0,210,2497
B,119054,2093738228,1,209,1924
A,128013,2093746141,0,191,2332
A,128014,2093746318,1,193,2102
B,119055,2093747322,0,211,2341
B,119056,2093747525,1,207,1912
A,128015,2093755500,0,190,2454
A,128016,2093755676,1,192,2131
B,119057,2093756616,0,212,2361
B,119058,2093756818,1,211,1924
A,128017,2093764858,0,188,2623
A,128018,2093765034,1,187,2097
B,119059,2093765913,0,213,2499
B,119060,2093766117,1,211,1901
A,128019,2093774158,0,188,2555
A,128020,2093774335,1,187,2113
B,119061,2093775215,0,211,2404
B,119062,2093775416,1,212,1917
A,128021,2093783459,0,188,2393
A,128022,2093783635,1,188,2102
B,119063,2093784616,0,214,2483
B,119064,2093784822,1,209,1897
A,128023,2093792761,0,188,2542
A,128024,2093792939,1,186,2084
B,119065,2093794020,0,213,2393
B,119066,2093794225,1,208,1917
A,128025,2093802062,0,188,2467
A,128026,2093802236,1,190,2109
B,119067,2093803421,0,211,2373
B,119068,2093803622,1,210,1908
A,128027,2093811362,0,188,2431
A,128028,2093811539,1,187,2086
B,119069,2093812819,0,211,2391
B,119070,2093813020,1,208,1908
A,128029,2093820663,0,188,2350
A,128030,2093820840,1,187,2005
B,119071,2093822216,0,209,2425
B,119072,2093822415,1,206,1892
A,128031,2093829965,0,187,2404
A,128032,2093830143,1,185,2084
B,119073,2093831610,0,208,2499
B,119074,2093831806,1,208,1926
A,128033,2093839264,0,188,2416
A,128034,2093839442,1,186,2079
B,119075,2093840999,0,207,2485
B,119076,2093841196,1,205,1919
A,128035,2093848563,0,188,2479
A,128036,2093848738,1,189,2131
B,119077,2093850386,0,206,2485
B,119078,2093850582,1,203,1899
A,128037,2093857861,0,187,2422
A,128038,2093858034,1,191,2109
B,119079,2093859770,0,204,2377
B,119080,2093859964,1,203,1919
A,128039,2093867160,0,188,2463
A,128040,2093867336,1,188,2104
B,119081,2093869153,0,203,2494
B,119082,2093869346,1,202,1915
A,128041,2093876459,0,188,2456
A,128042,2093876637,1,185,2086
B,119083,2093878534,0,203,2447
B,119084,2093878727,1,200,1917
A,128043,2093885759,0,188,2470
A,128044,2093885936,1,187,2115
B,119085,2093887914,0,201,2508
B,119086,2093888102,1,201,1926
A,128045,2093895058,0,188,2445
A,128046,2093895233,1,189,2109
B,119087,2093897237,0,200,2382
B,119088,2093897425,1,199,1924
A,128047,2093904358,0,188,2501
A,128048,2093904533,1,189,2113
B,119089,2093906610,0,199,2531
B,119090,2093906799,1,196,1903
A,128049,2093913657,0,187,2456
A,128050,2093913830,1,190,2109
B,119091,2093915980,0,198,2492
B,119092,2093916170,1,193,1917
A,128051,2093922955,0,188,2474
A,128052,2093923131,1,188,2109
B,119093,2093925349,0,197,2436
B,119094,2093925536,1,195,1903
A,128053,2093932255,0,188,2465
A,128054,2093932431,1,187,2104
B,119095,2093934718,0,196,2490
B,119096,2093934903,1,194,1906
A,128055,2093941554,0,188,2546
A,128056,2093941731,1,187,2104
B,119097,2093944083,0,195,2472
B,119098,2093944266,1,194,1921
A,128057,2093950854,0,188,2463
A,128058,2093951031,1,187,2111
B,119099,2093953447,0,193,2420
B,119100,2093953631,1,189,1890
A,128059,2093960155,0,188,2348
A,128060,2093960331,1,187,2100
B,119101,2093962755,0,192,2330
B,119102,2093962937,1,189,1908
A,128061,2093969454,0,188,2420
A,128062,2093969630,1,188,2097
B,119103,2093972113,0,190,2443
B,119104,2093972293,1,189,1903
A,128063,2093978753,0,189,2411
A,128064,2093978930,1,187,2100
B,119105,2093981468,0,190,2492
B,119106,2093981648,1,187,1901
A,128065,2093988054,0,188,2474
A,128066,2093988228,1,190,2102
B,119107,2093990823,0,189,2483
B,119108,2093991003,1,185,1894
A,128067,2093997354,0,189,2429
A,128068,2093997531,1,188,2097
B,119109,2094000123,0,189,2508
B,119110,2094000304,1,184,1885
A,128069,2094006603,0,190,2519
A,128070,2094006781,1,190,2097
B,119111,2094009423,0,189,2476
B,119112,2094009601,1,187,1908
A,128071,2094015906,0,191,2337
A,128072,2094016082,1,194,2104
B,119113,2094018722,0,189,2436
B,119114,2094018898,1,189,1917
A,128073,2094025158,0,192,2504
A,128074,2094025340,1,190,2088
B,119115,2094028021,0,189,2483
B,119116,2094028200,1,186,1890
A,128075,2094034414,0,193,2485
A,128076,2094034595,1,192,2104
B,119117,2094037321,0,189,2492
B,119118,2094037499,1,188,1915
A,128077,2094043673,0,194,2474
A,128078,2094043858,1,190,2064
B,119119,2094046622,0,188,2472
B,119120,2094046799,1,188,1919
A,128079,2094052932,0,194,2461
A,128080,2094053114,1,195,2109
B,119121,2094055921,0,189,2449
B,119122,2094056098,1,188,1917
A,128081,2094062194,0,196,2479
A,128082,2094062378,1,196,2129
B,119123,2094065221,0,189,2330
B,119124,2094065399,1,187,1910
A,128083,2094071458,0,197,2454
A,128084,2094071640,1,200,2104
B,119125,2094074522,0,188,2501
B,119126,2094074700,1,187,1987
A,128085,2094080776,0,199,2564
A,128086,2094080966,1,196,2100
B,119127,2094083822,0,189,2517
B,119128,2094084000,1,187,1908
A,128087,2094090047,0,200,2445
A,128088,2094090236,1,199,2109
B,119129,2094093124,0,189,2483
B,119130,2094093301,1,188,1921
A,128089,2094099322,0,201,2513
A,128090,2094099511,1,200,2104
B,119131,2094102425,0,189,2506
B,119132,2094102604,1,187,1906
A,128091,2094108597,0,202,2479
A,128092,2094108786,1,203,2104
B,119133,2094111727,0,189,2485
B,119134,2094111908,1,184,1892
A,128093,2094117875,0,203,2373
A,128094,2094118066,1,203,2118
B,119135,2094121029,0,189,2497
B,119136,2094121209,1,185,1894
A,128095,2094127155,0,203,2443
A,128096,2094127348,1,203,2104
B,119137,2094130330,0,189,2375
B,119138,2094130510,1,185,1897
A,128097,2094136435,0,205,2472
A,128098,2094136626,1,207,2118
B,119139,2094139631,0,188,2407
B,119140,2094139807,1,189,1912
A,128099,2094145719,0,207,2501
A,128100,2094145915,1,206,2122
B,119141,2094148933,0,189,2497
B,119142,2094149113,1,185,1897
A,128101,2094155006,0,208,2497
A,128102,2094155203,1,207,2194
B,119143,2094158234,0,189,2490
B,119144,2094158413,1,186,1919
A,128103,2094164294,0,210,2373
A,128104,2094164492,1,209,2111
B,119145,2094167535,0,189,2499
B,119146,2094167714,1,186,1921
A,128105,2094173587,0,210,2416
A,128106,2094173783,1,211,2125
B,119147,2094176838,0,189,2510
B,119148,2094177015,1,188,1921
A,128107,2094182882,0,211,2461
A,128108,2094183081,1,210,2120
B,119149,2094186141,0,189,2479
B,119150,2094186321,1,185,1890
A,128109,2094192178,0,213,2488
A,128110,2094192378,1,212,2120
B,119151,2094195444,0,189,2488
B,119152,2094195622,1,187,1919
A,128111,2094201478,0,213,2440
A,128112,2094201680,1,212,2122
B,119153,2094204748,0,189,2501
B,119154,2094204928,1,187,1908
A,128113,2094210779,0,214,2425
A,128114,2094210979,1,215,2086
B,119155,2094214000,0,190,2492
B,119156,2094214180,1,189,1908
A,128115,2094220183,0,212,2506
A,128116,2094220384,1,210,2113
B,119157,2094223253,0,192,2501
B,119158,2094223435,1,189,1915
A,128117,2094229584,0,211,2472
A,128118,2094229781,1,213,2122
B,119159,2094232506,0,193,2531
B,119160,2094232690,1,190,1906
A,128119,2094238982,0,210,2483
A,128120,2094239183,1,207,2100
B,119161,2094241762,0,194,2497
B,119162,2094241945,1,192,1921
A,128121,2094248377,0,209,2235
A,128122,2094248574,1,208,2125
B,119163,2094251019,0,195,2422
B,119164,2094251205,1,192,1908
A,128123,2094257771,0,208,2513
A,128124,2094257966,1,208,2136
B,119165,2094260280,0,197,2440
B,119166,2094260468,1,193,1915
A,128125,2094267164,0,206,2352
A,128126,2094267359,1,206,2109
B,119167,2094269595,0,198,2397
B,119168,2094269783,1,196,1924
A,128127,2094276554,0,205,2470
A,128128,2094276747,1,204,2109
B,119169,2094278862,0,198,2531
B,119170,2094279050,1,197,1915
A,128129,2094285887,0,204,2510
A,128130,2094286076,1,207,2122
B,119171,2094288129,0,200,2341
B,119172,2094288317,1,199,1917
A,128131,2094295271,0,203,2440
A,128132,2094295463,1,202,2104
B,119173,2094297399,0,201,2494
B,119174,2094297589,1,199,1915
A,128133,2094304652,0,202,2463
A,128134,2094304843,1,201,2097
B,119175,2094306670,0,202,2492
B,119176,2094306861,1,200,1915
A,128135,2094314033,0,201,2416
A,128136,2094314220,1,203,2120
B,119177,2094315945,0,203,2499
B,119178,2094316138,1,200,1910
A,128137,2094323411,0,200,2488
A,128138,2094323599,1,204,2118
B,119179,2094325221,0,204,2497
B,119180,2094325417,1,200,1901
A,128139,2094332788,0,198,2476
A,128140,2094332975,1,198,2109
B,119181,2094334552,0,206,2384
B,119182,2094334747,1,204,1924
A,128141,2094342161,0,197,2576
A,128142,2094342346,1,197,2115
B,119183,2094343834,0,207,2488
B,119184,2094344033,1,202,1901
A,128143,2094351480,0,196,2485
A,128144,2094351665,1,195,2111
B,119185,2094353119,0,208,2479
B,119186,2094353317,1,205,1906
A,128145,2094360849,0,195,2479
A,128146,2094361030,1,196,2115
B,119187,2094362404,0,209,2258
B,119188,2094362603,1,206,1910
A,128147,2094370215,0,194,2434
A,128148,2094370397,1,194,2086
B,119189,2094371693,0,209,2307
B,119190,2094371892,1,208,1906
A,128149,2094379580,0,193,2497
A,128150,2094379764,1,190,2095
B,119191,2094380984,0,210,2454
B,119192,2094381184,1,209,1924
A,128151,2094388943,0,192,2504
A,128152,2094389124,1,191,2122
B,119193,2094390277,0,212,2501
B,119194,2094390481,1,207,1899
A,128153,2094398305,0,191,2483
A,128154,2094398484,1,191,2102
B,119195,2094399572,0,214,2494
B,119196,2094399774,1,214,1928
A,128155,2094407664,0,190,2490
A,128156,2094407844,1,189,2097
B,119197,2094408872,0,215,2472
B,119198,2094409077,1,212,1874
A,128157,2094416970,0,190,2490
A,128158,2094417146,1,192,2106
B,119199,2094418277,0,214,2350
B,119200,2094418481,1,212,1915
A,128159,2094426275,0,190,2454
A,128160,2094426451,1,192,2104
B,119201,2094427680,0,213,2497
B,119202,2094427881,1,213,1940
A,128161,2094435581,0,190,2319
A,128162,2094435759,1,190,2109
B,119203,2094437082,0,212,2492
B,119204,2094437286,1,207,1899
A,128163,2094444887,0,190,2443
A,128164,2094445067,1,188,2088
B,119205,2094446482,0,211,2497
B,119206,2094446684,1,207,1897
A,128165,2094454193,0,191,2431
A,128166,2094454372,1,190,2106
B,119207,2094455880,0,210,2494
B,119208,2094456080,1,208,1883
A,128167,2094463500,0,189,2452
A,128168,2094463675,1,192,2106
B,119209,2094465276,0,208,2490
B,119210,2094465476,1,203,1901
A,128169,2094472805,0,191,2449
A,128170,2094472983,1,191,2115
B,119211,2094474668,0,207,2470
B,119212,2094474865,1,205,1906
A,128171,2094482111,0,190,2332
A,128172,2094482289,1,190,2143
B,119213,2094484057,0,206,2508
B,119214,2094484253,1,204,1908
A,128173,2094491417,0,189,2465
A,128174,2094491597,1,187,2086
B,119215,2094493445,0,205,2490
B,119216,2094493642,1,200,1897
A,128175,2094500721,0,190,2494
A,128176,2094500902,1,186,2068
B,119217,2094502829,0,204,2431
B,119218,2094503023,1,201,1921
A,128177,2094510026,0,190,2395
A,128178,2094510204,1,189,2111
B,119219,2094512212,0,203,2458
B,119220,2094512405,1,200,1912
A,128179,2094519330,0,190,2546
A,128180,2094519509,1,189,2113
B,119221,2094521592,0,202,2425
B,119222,2094521786,1,198,1903
A,128181,2094528635,0,189,2321
A,128182,2094528810,1,192,2106
B,119223,2094530919,0,200,2494
B,119224,2094531109,1,197,1901
A,128183,2094537940,0,189,2454
A,128184,2094538116,1,191,2104
B,119225,2094540293,0,199,2458
B,119226,2094540481,1,197,1908
A,128185,2094547242,0,190,2492
A,128186,2094547423,1,187,2118
B,119227,2094549664,0,198,2526
B,119228,2094549850,1,197,1919
A,128187,2094556546,0,189,2285
A,128188,2094556723,1,190,2120
B,119229,2094559033,0,197,2504
B,119230,2094559221,1,193,1897
A,128189,2094565848,0,190,2219
A,128190,2094566027,1,189,1903
B,119231,2094568400,0,196,2501
B,119232,2094568586,1,193,1892
A,128191,2094575153,0,190,2407
A,128192,2094575332,1,189,2093
B,119233,2094577767,0,194,2323
B,119234,2094577951,1,193,1892
A,128193,2094584458,0,190,2522
A,128194,2094584634,1,192,2136
B,119235,2094587132,0,194,2490
B,119236,2094587316,1,192,1908
A,128195,2094593765,0,190,2440
A,128196,2094593941,1,192,2100
B,119237,2094596445,0,192,2375
B,119238,2094596625,1,192,1926
A,128197,2094603071,0,190,2449
A,128198,2094603248,1,191,2129
B,119239,2094605753,0,191,2492
B,119240,2094605935,1,187,1897
A,128199,2094612375,0,190,2470
A,128200,2094612553,1,190,2102
B,119241,2094615056,0,191,2323
B,119242,2094615238,1,187,1899
A,128201,2094621627,0,191,2485
A,128202,2094621803,1,194,2113
B,119243,2094624361,0,190,2499
B,119244,2094624540,1,190,1908
A,128203,2094630880,0,192,2456
A,128204,2094631058,1,194,2115
B,119245,2094633665,0,191,2528
B,119246,2094633843,1,191,1917
A,128205,2094640136,0,193,2422
A,128206,2094640318,1,192,2097
B,119247,2094642968,0,191,2508
B,119248,2094643147,1,190,1915
A,128207,2094649446,0,195,2452
A,128208,2094649629,1,195,2113
B,119249,2094652272,0,191,2508
B,119250,2094652453,1,189,1912
A,128209,2094658760,0,196,2456
A,128210,2094658944,1,196,2125
B,119251,2094661577,0,191,2501
B,119252,2094661758,1,188,1946
A,128211,2094668025,0,197,2438
A,128212,2094668211,1,195,2084
B,119253,2094670881,0,191,2499
B,119254,2094671060,1,191,1926
A,128213,2094677291,0,198,2501
A,128214,2094677475,1,200,2109
B,119255,2094680186,0,191,2510
B,119256,2094680366,1,189,1908
A,128215,2094686560,0,199,2379
A,128216,2094686746,1,200,2113
B,119257,2094689490,0,191,2513
B,119258,2094689669,1,191,1928
A,128217,2094695831,0,200,2458
A,128218,2094696020,1,199,2097
B,119259,2094698796,0,191,2402
B,119260,2094698977,1,188,1906
A,128219,2094705106,0,200,2386
A,128220,2094705294,1,201,2122
B,119261,2094708102,0,191,2370
B,119262,2094708283,1,189,1865
A,128221,2094714382,0,203,2348
A,128222,2094714572,1,204,2118
B,119263,2094717409,0,191,2485
B,119264,2094717592,1,187,1897
A,128223,2094723715,0,204,2476
A,128224,2094723908,1,203,2111
B,119265,2094726715,0,191,2463
B,119266,2094726898,1,187,1901
A,128225,2094732996,0,205,2470
A,128226,2094733190,1,204,2115
B,119267,2094736021,0,190,2492
B,119268,2094736201,1,189,1917
A,128227,2094742279,0,206,2465
A,128228,2094742474,1,205,2109
B,119269,2094745325,0,191,2449
B,119270,2094745505,1,189,1915
A,128229,2094751562,0,207,2427
A,128230,2094751758,1,206,2104
B,119271,2094754628,0,191,2454
B,119272,2094754809,1,189,1912
A,128231,2094760848,0,207,2456
A,128232,2094761043,1,208,2109
B,119273,2094763933,0,191,2429
B,119274,2094764115,1,187,1894
A,128233,2094770136,0,209,2490
A,128234,2094770333,1,209,2120
B,119275,2094773238,0,191,2339
B,119276,2094773420,1,187,1897
A,128235,2094779428,0,209,2470
A,128236,2094779624,1,211,2134
B,119277,2094782544,0,190,2497
B,119278,2094782724,1,189,1921
A,128237,2094788773,0,212,2465
A,128238,2094788974,1,211,2118
B,119279,2094791849,0,191,2501
B,119280,2094792031,1,187,1915
A,128239,2094798071,0,212,2427
A,128240,2094798274,1,210,2095
B,119281,2094801154,0,191,2485
B,119282,2094801334,1,190,1933
A,128241,2094807370,0,214,2524
A,128242,2094807572,1,214,2118
B,119283,2094810407,0,192,2425
B,119284,2094810589,1,190,1903
A,128243,2094816775,0,212,2440
A,128244,2094816977,1,211,2097
B,119285,2094819661,0,193,2504
B,119286,2094819842,1,192,1908
A,128245,2094826176,0,211,2465
A,128246,2094826376,1,211,2122
B,119287,2094828916,0,194,2348
B,119288,2094829100,1,193,1921
A,128247,2094835573,0,211,2508
A,128248,2094835775,1,207,2097
B,119289,2094838225,0,196,2413
B,119290,2094838410,1,194,1915
A,128249,2094844969,0,210,2598
A,128250,2094845168,1,209,2118
B,119291,2094847486,0,197,2397
B,119292,2094847670,1,197,1926
A,128251,2094854310,0,209,2612
A,128252,2094854505,1,209,2156
B,119293,2094856747,0,198,2494
B,119294,2094856936,1,194,1901
A,128253,2094863701,0,207,2467
A,128254,2094863899,1,204,2102
B,119295,2094866011,0,198,2508
B,119296,2094866198,1,198,1924
A,128255,2094873089,0,206,2445
A,128256,2094873281,1,208,2145
B,119297,2094875277,0,199,2492
B,119298,2094875468,1,196,1899
A,128257,2094882477,0,204,2449
A,128258,2094882667,1,207,2129
B,119299,2094884546,0,201,2409
B,119300,2094884737,1,199,1899
A,128259,2094891862,0,204,2485
A,128260,2094892055,1,203,2106
B,119301,2094893818,0,202,2479
B,119302,2094894010,1,199,1917
A,128261,2094901245,0,203,2476
A,128262,2094901435,1,204,2120
