"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
B,5586,183792173,1,108,1915
A,5587,183851189,0,117,2407
A,5588,183851292,1,119,2095
B,5587,183857828,0,109,2569
B,5588,183857928,1,105,1888
A,5589,183916172,0,125,2546
A,5590,183916285,1,125,2118
B,5589,183923574,0,108,2508
B,5590,183923670,1,109,1906
A,5591,183980774,0,133,2298
A,5592,183980895,1,133,2118
B,5591,183989311,0,109,2540
B,5592,183989408,1,108,1901
A,5593,184045401,0,141,2637
A,5594,184045529,1,141,2113
B,5593,184055061,0,109,2472
B,5594,184055161,1,105,1892
A,5595,184109645,0,148,2465
A,5596,184109781,1,148,2084
B,5595,184120803,0,109,2598
B,5596,184120901,1,107,1908
A,5597,184173911,0,155,2470
A,5598,184174055,1,155,2174
B,5597,184186552,0,109,2535
B,5598,184186650,1,108,1903
A,5599,184237798,0,164,2456
A,5600,184237949,1,165,2145
B,5599,184252296,0,109,2361
B,5600,184252394,1,108,1874
A,5601,184301700,0,172,2569
A,5602,184301857,1,175,2147
B,5601,184318039,0,108,2443
B,5602,184318138,1,106,1888
A,5603,184365615,0,179,2560
A,5604,184365785,1,177,2097
B,5603,184383783,0,109,2515
B,5604,184383883,1,106,1890
A,5605,184429562,0,187,2524
A,5606,184429737,1,187,2163
B,5605,184449538,0,109,2513
B,5606,184449635,1,108,1946
A,5607,184493131,0,196,2542
A,5608,184493317,1,192,2138
B,5607,184515295,0,108,2553
B,5608,184515391,1,109,1915
A,5609,184556721,0,203,2528
A,5610,184556910,1,205,2163
B,5609,184581054,0,108,2549
B,5610,184581153,1,106,1890
A,5611,184619925,0,210,2528
A,5612,184620123,1,211,2176
B,5611,184646784,0,110,2544
B,5612,184646882,1,109,1910
A,5613,184686243,0,209,2501
A,5614,184686441,1,208,2163
B,5613,184711736,0,118,2551
B,5614,184711842,1,118,1935
A,5615,184754907,0,201,2404
A,5616,184755095,1,202,2172
B,5615,184776698,0,126,2454
B,5616,184776813,1,125,1953
A,5617,184823556,0,192,2519
A,5618,184823737,1,192,2140
B,5617,184841291,0,134,2553
B,5618,184841416,1,130,1915
A,5619,184892192,0,184,2612
A,5620,184892361,1,187,2154
B,5619,184905904,0,141,2560
B,5620,184906036,1,138,1924
A,5621,184960429,0,176,2591
A,5622,184960591,1,178,2149
B,5621,184970148,0,149,2544
B,5622,184970286,1,148,1942
A,5623,185028268,0,167,2558
A,5624,185028421,1,171,2149
B,5623,185034415,0,157,2560
B,5624,185034559,1,157,1962
A,5625,185096080,0,159,2470
A,5626,185096227,1,159,2127
B,5625,185098299,0,164,2549
B,5626,185098453,1,163,1942
B,5627,185162201,0,172,2515
B,5628,185162363,1,171,1951
A,5627,185163488,0,151,2666
A,5628,185163626,1,152,2127
B,5629,185226120,0,180,2447
B,5630,185226289,1,180,1962
A,5629,185230880,0,143,2492
A,5630,185231014,1,140,2113
B,5631,185290051,0,188,2515
B,5632,185290229,1,186,1958
A,5631,185298253,0,136,2652
A,5632,185298376,1,136,2113
B,5633,185353613,0,196,2560
B,5634,185353800,1,193,1960
A,5633,185365619,0,126,2524
A,5634,185365733,1,126,2104
B,5635,185417196,0,205,2562
B,5636,185417392,1,200,1953
A,5635,185432582,0,118,2542
A,5636,185432686,1,120,2102
B,5637,185480405,0,212,2544
B,5638,185480607,1,209,1955
A,5637,185499134,0,110,2526
A,5638,185499230,1,112,2077
B,5639,185546750,0,209,2522
B,5640,185546949,1,208,1967
A,5639,185564889,0,109,2497
A,5640,185564984,1,113,2140
B,5641,185615446,0,202,2465
B,5642,185615638,1,200,1958
A,5641,185630652,0,110,2553
A,5642,185630751,1,109,2082
B,5643,185684125,0,194,2361
B,5644,185684308,1,193,1962
A,5643,185696415,0,110,2546
A,5644,185696511,1,112,2095
B,5645,185752796,0,185,2506
B,5646,185752970,1,183,1955
A,5645,185762185,0,110,2513
A,5646,185762279,1,114,2097
B,5647,185821046,0,177,2558
B,5648,185821210,1,177,1969
A,5647,185827941,0,110,2519
A,5648,185828036,1,113,2095
B,5649,185888876,0,169,2513
B,5650,185889037,1,165,1931
A,5649,185893687,0,110,2481
A,5650,185893785,1,111,2097
B,5651,185956697,0,160,2542
B,5652,185956847,1,158,1937
A,5651,185959439,0,110,2560
A,5652,185959536,1,111,2093
B,5653,186024115,0,152,2558
B,5654,186024255,1,151,1937
A,5653,186025196,0,110,2517
A,5654,186025291,1,113,2100
A,5655,186090944,0,110,2522
A,5656,186091040,1,112,2100
B,5655,186091510,0,141,2555
B,5656,186091640,1,143,1926
A,5657,186156687,0,110,2549
A,5658,186156784,1,111,2093
B,5657,186158878,0,136,2551
B,5658,186159001,1,137,1940
A,5659,186222431,0,109,2573
A,5660,186222528,1,111,2097
B,5659,186226234,0,127,2535
B,5660,186226350,1,125,1919
A,5661,186288178,0,110,2537
A,5662,186288275,1,111,2097
B,5661,186293187,0,119,2546
B,5662,186293296,1,117,1899
A,5663,186353938,0,110,2535
A,5664,186354035,1,111,2095
B,5663,186359745,0,111,2555
B,5664,186359847,1,108,1903
A,5665,186419297,0,116,2508
A,5666,186419401,1,117,2104
B,5665,186425492,0,111,2526
B,5666,186425593,1,108,1917
A,5667,186484270,0,125,2510
A,5668,186484380,1,127,2113
B,5667,186491231,0,111,2533
B,5668,186491330,1,111,1917
A,5669,186549262,0,132,2476
A,5670,186549381,1,133,2115
B,5669,186556977,0,111,2549
B,5670,186557077,1,109,1899
A,5671,186613885,0,141,2589
A,5672,186614014,1,140,2131
B,5671,186622731,0,111,2553
B,5672,186622833,1,107,1894
A,5673,186678158,0,148,2510
A,5674,186678294,1,148,2129
B,5673,186688504,0,111,2535
B,5674,186688605,1,109,1910
A,5675,186742430,0,156,2463
A,5676,186742571,1,159,2138
B,5675,186754265,0,111,2508
B,5676,186754366,1,108,1924
A,5677,186806717,0,164,2515
A,5678,186806866,1,167,2143
B,5677,186820020,0,111,2553
B,5678,186820119,1,110,1908
A,5679,186870618,0,172,2533
A,5680,186870779,1,171,2136
B,5679,186885762,0,111,2558
B,5680,186885864,1,108,1942
A,5681,186934535,0,179,2504
A,5682,186934702,1,179,2147
B,5681,186951511,0,111,2546
B,5682,186951611,1,109,1917
A,5683,186998469,0,188,2456
A,5684,186998644,1,187,2158
B,5683,187017259,0,111,2549
B,5684,187017358,1,111,1915
A,5685,187062030,0,195,2488
A,5686,187062211,1,197,2163
B,5685,187083012,0,111,2546
B,5686,187083111,1,110,1910
A,5687,187125613,0,203,2519
A,5688,187125803,1,205,2163
B,5687,187148770,0,111,2555
B,5688,187148872,1,108,1890
A,5689,187189217,0,211,2513
A,5690,187189416,1,211,2176
B,5689,187214534,0,112,2558
B,5690,187214637,1,108,1863
A,5691,187255570,0,209,2391
A,5692,187255767,1,209,2161
B,5691,187279515,0,120,2506
B,5692,187279625,1,117,1906
A,5693,187324260,0,201,2370
A,5694,187324448,1,202,2201
B,5693,187344508,0,127,2542
B,5694,187344624,1,126,1926
A,5695,187392932,0,193,2528
A,5696,187393113,1,194,2156
B,5695,187409123,0,135,2555
B,5696,187409249,1,132,1924
A,5697,187461589,0,184,2580
A,5698,187461761,1,184,2174
B,5697,187473366,0,143,2573
B,5698,187473498,1,141,1937
A,5699,187529843,0,176,2533
A,5700,187530005,1,178,2152
B,5699,187537630,0,151,2494
B,5700,187537768,1,152,1951
A,5701,187598084,0,168,2585
A,5702,187598239,1,169,2143
B,5701,187601912,0,159,2542
B,5702,187602058,1,159,1955
A,5703,187665914,0,158,2499
A,5704,187666059,1,161,2122
B,5703,187666514,0,163,2560
B,5704,187666665,1,167,1958
B,5705,187730418,0,175,2407
B,5706,187730584,1,172,1942
A,5705,187733323,0,151,2549
A,5706,187733461,1,152,2113
B,5707,187794345,0,182,2573
B,5708,187794516,1,181,1958
A,5707,187800721,0,143,2361
A,5708,187800852,1,143,2106
B,5709,187857894,0,191,2467
B,5710,187858074,1,188,1962
A,5709,187868099,0,135,2513
A,5710,187868221,1,136,2118
B,5711,187921467,0,198,2501
B,5712,187921655,1,196,1951
A,5711,187935473,0,126,2458
A,5712,187935586,1,127,2104
B,5713,187985059,0,206,2359
B,5714,187985257,1,202,1951
A,5713,188002439,0,119,2573
A,5714,188002548,1,116,2075
B,5715,188048667,0,213,2562
B,5716,188048869,1,211,1964
A,5715,188068995,0,112,2497
A,5716,188069092,1,115,2093
B,5717,188116177,0,208,2546
B,5718,188116376,1,204,1953
A,5717,188134741,0,111,2517
A,5718,188134838,1,114,2095
B,5719,188184851,0,200,2558
B,5720,188185039,1,199,1955
A,5719,188200487,0,112,2506
A,5720,188200586,1,113,2093
B,5721,188253509,0,191,2553
B,5722,188253692,1,188,1962
A,5721,188266240,0,112,2560
A,5722,188266342,1,110,2077
B,5723,188322150,0,183,2560
B,5724,188322322,1,181,1951
A,5723,188331988,0,112,2544
A,5724,188332088,1,112,2100
B,5725,188389988,0,175,2499
B,5726,188390153,1,173,1944
A,5725,188397732,0,112,2436
A,5726,188397829,1,116,2102
B,5727,188457822,0,166,2551
B,5728,188457978,1,165,1946
A,5727,188463492,0,112,2560
A,5728,188463592,1,112,2091
B,5729,188525637,0,158,2562
B,5730,188525786,1,155,1933
A,5729,188529245,0,112,2526
A,5730,188529344,1,113,2100
B,5731,188593037,0,150,2549
B,5732,188593176,1,148,1935
A,5731,188594992,0,112,2582
A,5732,188595092,1,112,2100
B,5733,188660417,0,141,2558
B,5734,188660549,1,139,1919
A,5733,188660934,0,110,2576
A,5734,188661030,1,114,2093
A,5735,188726679,0,112,2564
A,5736,188726781,1,110,2097
B,5735,188727785,0,133,2555
B,5736,188727908,1,132,1921
A,5737,188792427,0,113,2580
A,5738,188792528,1,112,2102
B,5737,188795137,0,125,2454
B,5738,188795251,1,124,1919
A,5739,188858172,0,112,2544
A,5740,188858271,1,113,2104
B,5739,188861686,0,117,2549
B,5740,188861792,1,116,1915
A,5741,188923916,0,115,2436
A,5742,188924016,1,118,2102
B,5741,188928219,0,113,2549
B,5742,188928322,1,111,1903
A,5743,188988887,0,123,2535
A,5744,188988997,1,124,2111
B,5743,188993965,0,113,2447
B,5744,188994066,1,113,1910
A,5745,189053486,0,131,2488
A,5746,189053605,1,131,2109
B,5745,189059716,0,113,2535
B,5746,189059817,1,112,1917
A,5747,189118093,0,138,2497
A,5748,189118215,1,141,2115
B,5747,189125454,0,113,2549
B,5748,189125556,1,112,1915
A,5749,189182329,0,146,2492
A,5750,189182463,1,146,2125
B,5749,189191204,0,112,2497
B,5750,189191305,1,112,1910
A,5751,189246595,0,154,2461
A,5752,189246738,1,153,2131
B,5751,189256964,0,113,2551
B,5752,189257066,1,112,1906
A,5753,189310875,0,162,2560
A,5754,189311026,1,161,2129
B,5753,189322722,0,113,2551
B,5754,189322824,1,112,1910
A,5755,189374775,0,171,2391
A,5756,189374932,1,171,2156
B,5755,189388477,0,113,2551
B,5756,189388579,1,112,1906
A,5757,189438695,0,178,2490
A,5758,189438859,1,180,2145
B,5757,189454231,0,113,2553
B,5758,189454333,1,111,1908
A,5759,189502622,0,185,2513
A,5760,189502795,1,185,2161
B,5759,189519979,0,113,2562
B,5760,189520080,1,113,1919
A,5761,189566176,0,194,2411
A,5762,189566357,1,194,2163
B,5761,189585736,0,112,2578
B,5762,189585839,1,110,1901
A,5763,189629750,0,201,2438
A,5764,189629936,1,204,2154
B,5763,189651487,0,113,2535
B,5764,189651589,1,112,1912
A,5765,189693342,0,210,2397
A,5766,189693540,1,208,2174
B,5765,189717256,0,113,2368
B,5766,189717358,1,111,1908
A,5767,189758140,0,211,2535
A,5768,189758339,1,211,2174
B,5767,189782635,0,120,2555
B,5768,189782744,1,119,1834
A,5769,189826829,0,203,2585
A,5770,189827020,1,203,2170
B,5769,189847621,0,127,2546
B,5770,189847736,1,126,1928
A,5771,189895493,0,195,2452
A,5772,189895676,1,195,2163
B,5771,189912223,0,135,2546
B,5772,189912348,1,133,1924
A,5773,189964138,0,186,2564
A,5774,189964313,1,185,2158
B,5773,189976451,0,143,2546
B,5774,189976582,1,143,1953
A,5775,190032374,0,178,2447
A,5776,190032538,1,180,2140
B,5775,190040692,0,151,2490
B,5776,190040834,1,147,1926
A,5777,190100206,0,170,2422
A,5778,190100362,1,172,2140
B,5777,190104954,0,160,2440
B,5778,190105105,1,155,1931
A,5779,190168022,0,161,2504
A,5780,190168168,1,164,2140
B,5779,190169232,0,167,2524
B,5780,190169388,1,166,1964
B,5781,190233134,0,173,2551
B,5782,190233295,1,175,1962
A,5781,190235429,0,154,2501
A,5782,190235573,1,151,2106
B,5783,190297050,0,182,2560
B,5784,190297221,1,181,1982
A,5783,190302819,0,146,2630
A,5784,190302950,1,148,2122
B,5785,190360597,0,190,2542
B,5786,190360777,1,188,1960
A,5785,190370202,0,136,2492
A,5786,190370326,1,138,2129
B,5787,190424161,0,198,2549
B,5788,190424350,1,194,1949
A,5787,190437565,0,129,2623
A,5788,190437682,1,129,2100
B,5789,190487745,0,206,2506
B,5790,190487940,1,204,1971
A,5789,190504921,0,120,2504
A,5790,190505029,1,120,2095
B,5791,190551340,0,213,2395
B,5792,190551543,1,211,1971
A,5791,190571471,0,114,2519
A,5792,190571574,1,113,2091
B,5793,190618470,0,208,2553
B,5794,190618667,1,207,2009
A,5793,190637230,0,114,2458
A,5794,190637334,1,112,2079
B,5795,190686759,0,200,2481
B,5796,190686949,1,198,1951
A,5795,190702990,0,114,2517
A,5796,190703091,1,115,2102
B,5797,190755033,0,192,2551
B,5798,190755216,1,188,1944
A,5797,190768750,0,114,2515
A,5798,190768850,1,116,2106
B,5799,190823281,0,183,2560
B,5800,190823455,1,180,1953
A,5799,190834501,0,114,2463
A,5800,190834601,1,115,2131
B,5801,190891128,0,175,2553
B,5802,190891292,1,173,1946
A,5801,190900257,0,114,2546
A,5802,190900358,1,115,2102
B,5803,190958949,0,166,2542
B,5804,190959103,1,167,1946
A,5803,190966005,0,114,2510
A,5804,190966104,1,117,2140
B,5805,191026750,0,159,2560
B,5806,191026898,1,157,1949
A,5805,191031749,0,114,2519
A,5806,191031851,1,114,2100
B,5807,191094535,0,150,2542
B,5808,191094674,1,148,1940
A,5807,191097493,0,114,2501
A,5808,191097595,1,114,2095
B,5809,191161916,0,142,2551
B,5810,191162047,1,141,1926
A,5809,191163243,0,114,2544
A,5810,191163344,1,115,2102
A,5811,191228989,0,114,2537
A,5812,191229091,1,114,2097
B,5811,191229517,0,134,2546
B,5812,191229642,1,131,1910
A,5813,191294738,0,114,2578
A,5814,191294840,1,114,2093
B,5813,191296476,0,127,2558
B,5814,191296592,1,124,1958
A,5815,191360491,0,114,2528
A,5816,191360595,1,112,2077
B,5815,191363423,0,118,2443
B,5816,191363530,1,116,1910
A,5817,191426256,0,120,2567
A,5818,191426360,1,123,2100
B,5817,191430366,0,115,2551
B,5818,191430469,1,115,1919
A,5819,191491242,0,127,2481
A,5820,191491357,1,127,2111
B,5819,191496122,0,115,2470
B,5820,191496225,1,114,1921
A,5821,191555847,0,134,2510
A,5822,191555965,1,137,2122
B,5821,191561872,0,115,2551
B,5822,191561974,1,115,1921
A,5823,191620083,0,142,2578
A,5824,191620210,1,145,2125
B,5823,191627630,0,115,2447
B,5824,191627735,1,113,1910
A,5825,191684331,0,150,2400
A,5826,191684468,1,151,2129
B,5825,191693385,0,115,2551
B,5826,191693489,1,114,1901
A,5827,191748593,0,158,2524
A,5828,191748742,1,155,2109
B,5827,191759138,0,114,2508
B,5828,191759242,1,113,1894
A,5829,191812868,0,166,2467
A,5830,191813020,1,168,2140
B,5829,191824885,0,114,2445
B,5830,191824990,1,112,1901
A,5831,191876768,0,173,2517
A,5832,191876930,1,174,2120
B,5831,191890635,0,115,2553
B,5832,191890740,1,112,1892
A,5833,191940689,0,182,2546
A,5834,191940856,1,183,2149
B,5833,191956389,0,115,2485
B,5834,191956494,1,112,1897
A,5835,192004231,0,189,2517
A,5836,192004406,1,191,2122
B,5835,192022140,0,115,2517
B,5836,192022244,1,113,1912
A,5837,192067783,0,197,2576
A,5838,192067967,1,198,2163
B,5837,192087884,0,115,2485
B,5838,192087988,1,113,1906
A,5839,192131351,0,205,2517
A,5840,192131544,1,205,2176
B,5839,192153627,0,115,2540
B,5840,192153731,1,113,1903
A,5841,192194933,0,212,2427
A,5842,192195136,1,209,2161
B,5841,192219369,0,117,2551
B,5842,192219477,1,113,1894
A,5843,192262433,0,206,2522
A,5844,192262627,1,207,2170
B,5843,192283947,0,125,2501
B,5844,192284060,1,124,1931
A,5845,192331103,0,199,2542
A,5846,192331291,1,198,2161
B,5845,192348544,0,133,2479
B,5846,192348665,1,133,1942
A,5847,192399758,0,192,2558
A,5848,192399938,1,191,2154
B,5847,192413163,0,141,2549
B,5848,192413291,1,141,1940
A,5849,192468401,0,182,2546
A,5850,192468572,1,181,2147
B,5849,192477407,0,149,2449
B,5850,192477547,1,145,1926
A,5851,192536245,0,174,2646
A,5852,192536407,1,174,2145
B,5851,192541667,0,157,2560
B,5852,192541815,1,154,1928
A,5853,192604069,0,165,2542
A,5854,192604222,1,166,2106
B,5853,192605938,0,165,2551
B,5854,192606092,1,164,1958
B,5855,192670219,0,172,2375
B,5856,192670379,1,171,1962
A,5855,192671867,0,157,2531
A,5856,192672011,1,158,2131
B,5857,192733732,0,180,2549
B,5858,192733903,1,176,1942
A,5857,192739257,0,150,2474
A,5858,192739397,1,147,2097
B,5859,192797270,0,187,2555
B,5860,192797446,1,187,1971
A,5859,192806638,0,142,2652
A,5860,192806766,1,143,2127
B,5861,192860819,0,196,2544
B,5862,192861007,1,192,1953
A,5861,192874005,0,133,2411
A,5862,192874124,1,135,2095
B,5863,192924390,0,203,2546
B,5864,192924582,1,201,1960
A,5863,192941357,0,124,2515
A,5864,192941465,1,128,2111
B,5865,192987973,0,211,2551
B,5866,192988174,1,209,1971
A,5865,193007907,0,116,2409
A,5866,193008008,1,119,2100
B,5867,193053529,0,211,2481
B,5868,193053729,1,209,1978
A,5867,193073668,0,116,2598
A,5868,193073774,1,114,2091
B,5869,193122210,0,202,2551
B,5870,193122403,1,198,1953
A,5869,193139424,0,115,2517
A,5870,193139527,1,116,2091
B,5871,193190483,0,194,2506
B,5872,193190667,1,192,1964
A,5871,193205187,0,116,2569
A,5872,193205289,1,118,2082
B,5873,193258746,0,186,2544
B,5874,193258921,1,184,1955
A,5873,193270952,0,116,2560
A,5874,193271053,1,119,2100
B,5875,193326998,0,176,2506
B,5876,193327162,1,177,1962
A,5875,193336722,0,115,2569
A,5876,193336825,1,117,2106
B,5877,193394833,0,169,2519
B,5878,193394993,1,165,1942
A,5877,193402482,0,117,2591
A,5878,193402586,1,117,2113
B,5879,193462646,0,161,2555
B,5880,193462796,1,159,1935
A,5879,193468238,0,116,2474
A,5880,193468340,1,118,2104
B,5881,193530454,0,152,2555
B,5882,193530596,1,151,1953
A,5881,193534006,0,116,2476
A,5882,193534107,1,119,2102
B,5883,193598240,0,144,2438
B,5884,193598372,1,144,1935
A,5883,193599767,0,115,2524
A,5884,193599871,1,115,2104
B,5885,193665225,0,136,2555
B,5886,193665350,1,134,1926
A,5885,193665730,0,115,2625
A,5886,193665832,1,123,2100
A,5887,193731481,0,117,2594
A,5888,193731585,1,117,2093
B,5887,193732190,0,126,2564
B,5888,193732305,1,126,1910
A,5889,193797243,0,116,2497
A,5890,193797347,1,116,2106
B,5889,193799143,0,120,2546
B,5890,193799250,1,120,1919
A,5891,193863011,0,121,2427
A,5892,193863117,1,123,2167
B,5891,193866089,0,116,2555
B,5892,193866192,1,118,1924
A,5893,193928003,0,127,2537
A,5894,193928119,1,127,2113
B,5893,193931853,0,117,2413
B,5894,193931960,1,115,1903
A,5895,193992225,0,136,2522
A,5896,193992350,1,135,2091
B,5895,193997612,0,117,2515
B,5896,193997718,1,116,1924
A,5897,194056467,0,144,2467
A,5898,194056596,1,147,2127
B,5897,194063377,0,117,2564
B,5898,194063483,1,115,1906
A,5899,194120714,0,153,2612
A,5900,194120857,1,150,2111
B,5899,194129130,0,117,2467
B,5900,194129236,1,115,1906
A,5901,194184985,0,160,2544
A,5902,194185135,1,158,2109
B,5901,194194891,0,117,2542
B,5902,194194997,1,115,1912
A,5903,194249273,0,168,2549
A,5904,194249431,1,166,2115
B,5903,194260656,0,117,2494
B,5904,194260761,1,116,1908
A,5905,194313196,0,175,2346
A,5906,194313358,1,177,2181
B,5905,194326427,0,117,2540
B,5906,194326533,1,115,1917
A,5907,194376732,0,183,2558
A,5908,194376901,1,185,2158
B,5907,194392184,0,117,2555
B,5908,194392287,1,118,1940
A,5909,194440279,0,191,2402
A,5910,194440461,1,189,2138
B,5909,194457944,0,117,2497
B,5910,194458051,1,114,1899
A,5911,194503843,0,199,2461
A,5912,194504031,1,198,2140
B,5911,194523700,0,117,2549
B,5912,194523806,1,115,1919
A,5913,194567422,0,205,2411
A,5914,194567616,1,206,2064
B,5913,194589451,0,117,2551
B,5914,194589555,1,117,1928
A,5915,194631010,0,214,2558
A,5916,194631209,1,217,2183
B,5915,194655205,0,121,2355
B,5916,194655314,1,120,1924
A,5917,194699694,0,204,2515
A,5918,194699884,1,207,2170
B,5917,194719796,0,129,2549
B,5918,194719914,1,127,1919
A,5919,194767973,0,197,2531
A,5920,194768157,1,198,2163
B,5919,194784407,0,137,2551
B,5920,194784533,1,135,1928
A,5921,194836234,0,189,2508
A,5922,194836411,1,189,2167
B,5921,194849031,0,145,2474
B,5922,194849165,1,144,1940
A,5923,194904487,0,180,2485
A,5924,194904656,1,179,2140
B,5923,194913288,0,153,2551
B,5924,194913430,1,152,1942
A,5925,194972324,0,172,2501
A,5926,194972483,1,173,2136
B,5925,194977555,0,159,2558
B,5926,194977702,1,161,1953
A,5927,195040140,0,163,2492
A,5928,195040292,1,164,2136
B,5927,195041831,0,167,2483
B,5928,195041987,1,167,1953
B,5929,195105736,0,176,2544
B,5930,195105901,1,174,1958
A,5929,195107944,0,156,2510
A,5930,195108090,1,154,2109
B,5931,195169661,0,184,2558
B,5932,195169832,1,184,1985
A,5931,195175736,0,147,2463
A,5932,195175868,1,150,2131
B,5933,195233206,0,192,2560
B,5934,195233390,1,188,1946
A,5933,195243115,0,139,2519
A,5934,195243242,1,139,2113
B,5935,195296771,0,199,2560
B,5936,195296958,1,198,1973
A,5935,195310479,0,131,2515
A,5936,195310595,1,134,2113
B,5937,195360348,0,207,2535
B,5938,195360546,1,204,1960
A,5937,195377440,0,123,2404
A,5938,195377549,1,125,2097
B,5939,195423551,0,214,2429
B,5940,195423754,1,214,1985
A,5939,195444380,0,118,2517
A,5940,195444483,1,121,2104
B,5941,195492237,0,206,2524
B,5942,195492433,1,205,1971
A,5941,195510140,0,118,2542
A,5942,195510246,1,118,2097
B,5943,195560900,0,198,2555
B,5944,195561087,1,196,1985
A,5943,195575894,0,118,2558
A,5944,195575999,1,119,2097
B,5945,195629167,0,190,2576
B,5946,195629344,1,190,1967
A,5945,195641662,0,118,2580
A,5946,195641765,1,121,2091
B,5947,195697412,0,182,2555
B,5948,195697584,1,179,1915
A,5947,195707419,0,118,2429
A,5948,195707525,1,118,2102
B,5949,195765635,0,173,2519
B,5950,195765798,1,170,1942
A,5949,195773173,0,118,2513
A,5950,195773279,1,118,2097
B,5951,195833454,0,165,2562
B,5952,195833607,1,165,1955
A,5951,195838933,0,117,2535
A,5952,195839036,1,121,2093
B,5953,195901261,0,157,2438
B,5954,195901406,1,156,1946
A,5953,195904695,0,118,2490
A,5954,195904803,1,116,2079
B,5955,195969048,0,149,2526
B,5956,195969185,1,148,1949
A,5955,195970453,0,117,2549
A,5956,195970558,1,119,2095
A,5957,196036217,0,118,2472
A,5958,196036322,1,119,2095
B,5957,196036686,0,137,2555
B,5958,196036813,1,137,1919
A,5959,196101971,0,118,2573
A,5960,196102077,1,119,2097
B,5959,196103651,0,133,2564
B,5960,196103771,1,132,1953
A,5961,196167741,0,117,2664
A,5962,196167846,1,118,2097
B,5961,196170618,0,124,2555
B,5962,196170733,1,121,1906
A,5963,196233503,0,120,2549
A,5964,196233611,1,120,2104
B,5963,196237562,0,119,2567
B,5964,196237671,1,117,1915
A,5965,196298105,0,128,2524
A,5966,196298220,1,129,2066
B,5965,196303331,0,119,2551
B,5966,196303439,1,117,1917
A,5967,196362713,0,136,2524
A,5968,196362836,1,137,2118
B,5967,196369092,0,119,2555
B,5968,196369201,1,116,1903
A,5969,196426952,0,144,2531
A,5970,196427081,1,147,2125
B,5969,196434855,0,119,2377
B,5970,196434961,1,119,1928
A,5971,196491197,0,152,2582
A,5972,196491335,1,154,2138
B,5971,196500611,0,119,2560
B,5972,196500719,1,117,1917
A,5973,196555463,0,160,2393
A,5974,196555611,1,160,2136
B,5973,196566374,0,119,2551
B,5974,196566480,1,120,1926
A,5975,196619759,0,167,2510
A,5976,196619914,1,167,2143
B,5975,196632144,0,119,2542
B,5976,196632254,1,116,1906
A,5977,196683668,0,175,2515
A,5978,196683831,1,175,2145
B,5977,196697907,0,119,2501
B,5978,196698015,1,117,1912
A,5979,196747190,0,183,2533
A,5980,196747361,1,183,2152
B,5979,196763654,0,119,2564
B,5980,196763763,1,117,1906
A,5981,196810728,0,191,2542
A,5982,196810908,1,191,2154
B,5981,196829410,0,119,2488
B,5982,196829518,1,118,1919
A,5983,196874288,0,198,2535
A,5984,196874472,1,200,2170
B,5983,196895167,0,119,2542
B,5984,196895277,1,116,1906
A,5985,196937863,0,207,2580
A,5986,196938058,1,206,2167
B,5985,196960928,0,119,2555
B,5986,196961036,1,118,1915
A,5987,197001070,0,214,2585
A,5988,197001272,1,214,2183
B,5987,197026693,0,123,2542
B,5988,197026805,1,122,1917
A,5989,197069763,0,207,2542
A,5990,197069958,1,205,2156
B,5989,197091294,0,131,2560
B,5990,197091414,1,130,1931
A,5991,197138437,0,197,2526
A,5992,197138622,1,197,2161
B,5991,197155909,0,139,2558
B,5992,197156039,1,135,1931
A,5993,197206688,0,189,2472
A,5994,197206867,1,187,2143
B,5993,197220527,0,147,2562
B,5994,197220661,1,147,1937
A,5995,197274931,0,181,2564
A,5996,197275100,1,181,2152
B,5995,197284778,0,155,2524
B,5996,197284923,1,152,1953
A,5997,197343150,0,172,2553
A,5998,197343310,1,172,2147
B,5997,197349039,0,162,2305
B,5998,197349191,1,159,1937
A,5999,197410962,0,163,2513
A,6000,197411114,1,163,2134
B,5999,197412924,0,170,2456
B,6000,197413083,1,168,1949
B,6001,197476819,0,178,2425
B,6002,197476986,1,176,1955
A,6001,197478751,0,157,2479
A,6002,197478894,1,158,2136
B,6003,197540741,0,186,2551
B,6004,197540917,1,184,1958
A,6003,197546539,0,147,2537
A,6004,197546674,1,147,2129
B,6005,197604297,0,194,2582
B,6006,197604480,1,193,1964
A,6005,197613925,0,139,2573
A,6006,197614052,1,139,2122
B,6007,197667865,0,201,2497
B,6008,197668056,1,198,1967
A,6007,197680899,0,130,2508
A,6008,197681018,1,130,2109
B,6009,197731047,0,209,2551
B,6010,197731246,1,206,1960
A,6009,197747850,0,123,2472
A,6010,197747961,1,123,2097
B,6011,197795039,0,213,2555
B,6012,197795240,1,213,1987
A,6011,197814796,0,120,2488
A,6012,197814903,1,121,2113
B,6013,197863720,0,205,2544
B,6014,197863915,1,203,1964
A,6013,197880557,0,119,2585
A,6014,197880662,1,123,2111
B,6015,197932378,0,196,2558
B,6016,197932565,1,192,1951
A,6015,197946313,0,120,2628
A,6016,197946418,1,124,2111
B,6017,198000629,0,188,2528
B,6018,198000807,1,186,1953
A,6017,198012070,0,119,2524
A,6018,198012174,1,123,2102
B,6019,198068859,0,180,2551
B,6020,198069029,1,178,1951
A,6019,198077823,0,120,2580
A,6020,198077933,1,118,2091
B,6021,198137063,0,171,2553
B,6022,198137222,1,170,1964
A,6021,198143567,0,120,2632
