"Stage","SeqNr","Timestamp [µs]","Phase","Width [µs]","Vprim [mV]"
B,2279,75046919,0,64,2506
B,2280,75046972,1,63,1838
A,2281,75104800,0,64,2634
A,2282,75104854,1,62,2014
B,2281,75112591,0,64,2546
B,2282,75112646,1,62,1829
A,2283,75170481,0,63,2576
A,2284,75170530,1,67,2025
B,2283,75178272,0,64,2472
B,2284,75178326,1,62,1829
A,2285,75236173,0,63,2443
A,2286,75236224,1,65,2028
B,2285,75243964,0,64,2501
B,2286,75244018,1,63,1847
A,2287,75301851,0,69,2515
A,2288,75301909,1,68,2025
B,2287,75309640,0,64,2544
B,2288,75309694,1,63,1836
A,2289,75367538,0,76,2508
A,2290,75367602,1,78,2057
B,2289,75375318,0,64,2531
B,2290,75375372,1,63,1834
A,2291,75432843,0,84,2513
A,2292,75432912,1,88,2059
B,2291,75440984,0,64,2411
B,2292,75441038,1,63,1836
A,2293,75498165,0,93,2463
A,2294,75498244,1,95,2077
B,2293,75506657,0,64,2537
B,2294,75506708,1,66,1845
A,2295,75563115,0,101,2488
A,2296,75563203,1,102,2068
B,2295,75572330,0,64,2542
B,2296,75572384,1,63,1829
A,2297,75628071,0,109,2427
A,2298,75628167,1,110,2075
B,2297,75637993,0,64,2553
B,2298,75638044,1,66,1838
A,2299,75693041,0,118,2616
A,2300,75693147,1,117,2106
B,2299,75703656,0,64,2537
B,2300,75703708,1,65,1802
A,2301,75758030,0,125,2483
A,2302,75758144,1,124,2111
B,2301,75769319,0,64,2436
B,2302,75769372,1,64,1843
A,2303,75822651,0,134,2537
A,2304,75822775,1,130,2097
B,2303,75834992,0,64,2555
B,2304,75835045,1,64,1836
A,2305,75887282,0,141,2657
A,2306,75887411,1,141,2125
B,2305,75900658,0,64,2553
B,2306,75900712,1,63,1852
A,2307,75951944,0,148,2535
A,2308,75952076,1,152,2125
B,2307,75966335,0,64,2542
B,2308,75966388,1,64,1847
A,2309,76016213,0,156,2485
A,2310,76016355,1,158,2136
B,2309,76031995,0,64,2540
B,2310,76032046,1,66,1854
A,2311,76080106,0,164,2443
A,2312,76080258,1,165,2134
B,2311,76097664,0,64,2513
B,2312,76097719,1,62,1845
A,2313,76144029,0,172,2528
A,2314,76144185,1,175,2138
B,2313,76163338,0,64,2553
B,2314,76163391,1,64,1847
A,2315,76207973,0,181,2526
A,2316,76208144,1,177,2138
B,2315,76229024,0,64,2549
B,2316,76229077,1,64,1827
A,2317,76271934,0,187,2456
A,2318,76272106,1,191,2174
B,2317,76294704,0,64,2546
B,2318,76294756,1,65,1852
A,2319,76335908,0,195,2524
A,2320,76336088,1,198,2163
B,2319,76360385,0,64,2544
B,2320,76360437,1,65,1847
A,2321,76399116,0,203,2508
A,2322,76399304,1,206,2170
B,2321,76426067,0,64,2497
B,2322,76426120,1,64,1843
A,2323,76462342,0,212,2499
A,2324,76462540,1,213,2170
B,2323,76491746,0,64,2544
B,2324,76491799,1,64,1818
A,2325,76528695,0,210,2558
A,2326,76528893,1,209,2170
B,2325,76557411,0,64,2494
B,2326,76557466,1,62,1834
A,2327,76597383,0,201,2373
A,2328,76597573,1,200,2145
B,2327,76623076,0,64,2425
B,2328,76623129,1,64,1849
A,2329,76666061,0,192,2519
A,2330,76666241,1,192,2154
B,2329,76688744,0,69,2479
B,2330,76688804,1,67,1831
A,2331,76734334,0,185,2657
A,2332,76734508,1,183,2154
B,2331,76754038,0,78,2474
B,2332,76754107,1,75,1885
A,2333,76802588,0,176,2571
A,2334,76802749,1,179,2145
B,2333,76819341,0,86,2483
B,2334,76819413,1,87,1883
A,2335,76870815,0,167,2576
A,2336,76870967,1,170,2140
B,2335,76884649,0,94,2540
B,2336,76884731,1,93,1888
A,2337,76938644,0,159,2384
A,2338,76938790,1,161,2131
B,2337,76949597,0,102,2564
B,2338,76949688,1,101,1899
A,2339,77006059,0,150,2513
A,2340,77006198,1,150,2111
B,2339,77014549,0,110,2535
B,2340,77014647,1,110,1921
A,2341,77073454,0,143,2501
A,2342,77073584,1,144,2120
B,2341,77079517,0,118,2452
B,2342,77079623,1,118,1919
A,2343,77140835,0,133,2504
A,2344,77140953,1,138,2109
B,2343,77144110,0,126,2569
B,2344,77144223,1,127,1933
A,2345,77207805,0,125,2422
A,2346,77207918,1,126,2106
B,2345,77208719,0,134,2483
B,2346,77208841,1,133,1946
B,2347,77273344,0,142,2472
B,2348,77273474,1,142,1946
A,2347,77274760,0,118,2546
A,2348,77274866,1,118,2095
B,2349,77337978,0,149,2551
B,2350,77338116,1,149,1940
A,2349,77341300,0,110,2384
A,2350,77341395,1,113,2091
B,2351,77402240,0,156,2504
B,2352,77402386,1,155,1935
A,2351,77407827,0,102,2513
A,2352,77407916,1,103,2082
B,2353,77466127,0,165,2553
B,2354,77466278,1,166,1958
A,2353,77474341,0,94,2492
A,2354,77474421,1,96,2068
B,2355,77530023,0,173,2533
B,2356,77530185,1,171,1955
A,2355,77540833,0,86,2549
A,2356,77540904,1,89,2097
B,2357,77593948,0,181,2564
B,2358,77594118,1,179,1951
A,2357,77606929,0,77,2510
A,2358,77606992,1,80,2050
B,2359,77657885,0,189,2400
B,2360,77658066,1,185,1955
A,2359,77673002,0,69,2352
A,2360,77673058,1,72,2032
B,2361,77721441,0,196,2438
B,2362,77721627,1,194,1962
A,2361,77739056,0,63,2470
A,2362,77739106,1,65,2025
B,2363,77784625,0,204,2549
B,2364,77784818,1,202,1960
A,2363,77804710,0,63,2551
A,2364,77804762,1,64,1982
B,2365,77847818,0,211,2542
B,2366,77848021,1,208,1967
A,2365,77870356,0,63,2517
A,2366,77870407,1,65,2025
B,2367,77914154,0,210,2454
B,2368,77914355,1,207,1953
A,2367,77936016,0,64,2533
A,2368,77936070,1,62,2005
B,2369,77982841,0,202,2411
B,2370,77983032,1,200,1962
A,2369,78001674,0,62,2506
A,2370,78001723,1,66,2014
B,2371,78051500,0,193,2497
B,2372,78051683,1,191,1958
A,2371,78067325,0,62,2504
A,2372,78067375,1,65,2028
B,2373,78119759,0,185,2551
B,2374,78119935,1,181,1940
A,2373,78132985,0,63,2494
A,2374,78133035,1,65,2018
B,2375,78188007,0,177,2558
B,2376,78188174,1,174,1955
A,2375,78198650,0,63,2440
A,2376,78198700,1,66,2025
B,2377,78256242,0,168,2553
B,2378,78256398,1,168,1955
A,2377,78264317,0,63,2526
A,2378,78264366,1,66,1973
B,2379,78324064,0,160,2546
B,2380,78324213,1,159,1931
A,2379,78329979,0,63,2506
A,2380,78330028,1,67,2023
B,2381,78391480,0,152,2553
B,2382,78391621,1,150,1944
A,2381,78395642,0,63,2501
A,2382,78395694,1,64,2021
B,2383,78458864,0,144,2560
B,2384,78458997,1,142,1928
A,2383,78461289,0,62,2513
A,2384,78461339,1,65,2030
B,2385,78526230,0,135,2447
B,2386,78526353,1,135,1935
A,2385,78526936,0,62,2506
A,2386,78526986,1,65,2032
A,2387,78592591,0,63,2542
A,2388,78592642,1,64,2030
B,2387,78593197,0,127,2510
B,2388,78593313,1,125,1915
A,2389,78658248,0,63,2513
A,2390,78658301,1,62,2007
B,2389,78660150,0,119,2546
B,2390,78660258,1,118,1912
A,2391,78723903,0,63,2551
A,2392,78723954,1,64,2028
B,2391,78727085,0,111,2463
B,2392,78727184,1,110,1917
A,2393,78789550,0,63,2465
A,2394,78789599,1,66,2028
B,2393,78793605,0,103,2438
B,2394,78793696,1,102,1899
A,2395,78855202,0,63,2506
A,2396,78855250,1,67,2030
B,2395,78860115,0,95,2569
B,2396,78860197,1,95,1899
A,2397,78920864,0,63,2506
A,2398,78920914,1,65,2034
B,2397,78926619,0,87,2434
B,2398,78926696,1,84,1865
A,2399,78986522,0,63,2413
A,2400,78986574,1,63,2059
B,2399,78993101,0,78,2555
B,2400,78993168,1,76,1865
A,2401,79052173,0,63,2474
A,2402,79052224,1,64,2034
B,2401,79058778,0,70,2549
B,2402,79058837,1,69,1852
A,2403,79117824,0,63,2531
A,2404,79117875,1,64,2025
B,2403,79124440,0,64,2535
B,2404,79124493,1,64,1843
A,2405,79183481,0,64,2436
A,2406,79183533,1,64,2039
B,2405,79190098,0,64,2463
B,2406,79190151,1,63,1852
A,2407,79249139,0,63,2533
A,2408,79249190,1,64,2021
B,2407,79255755,0,64,2377
B,2408,79255810,1,62,1836
A,2409,79314798,0,63,2501
A,2410,79314849,1,64,2007
B,2409,79321416,0,64,2474
B,2410,79321468,1,64,1847
A,2411,79380452,0,63,2465
A,2412,79380503,1,65,2028
B,2411,79387068,0,64,2533
B,2412,79387121,1,64,1836
A,2413,79446105,0,68,2490
A,2414,79446158,1,72,2000
B,2413,79452721,0,64,2544
B,2414,79452774,1,64,1806
A,2415,79511383,0,77,2555
A,2416,79511449,1,76,2041
B,2415,79518379,0,64,2407
B,2416,79518432,1,64,1838
A,2417,79576681,0,84,2434
A,2418,79576753,1,85,2070
B,2417,79584041,0,64,2533
B,2418,79584095,1,63,1834
A,2419,79641995,0,93,2407
A,2420,79642075,1,94,2100
B,2419,79649705,0,63,2531
B,2420,79649759,1,63,1815
A,2421,79706928,0,101,2504
A,2422,79707017,1,101,2082
B,2421,79715360,0,64,2416
B,2422,79715413,1,64,1843
A,2423,79771880,0,108,2526
A,2424,79771975,1,111,2091
B,2423,79781021,0,64,2551
B,2424,79781074,1,64,1858
A,2425,79836853,0,117,2567
A,2426,79836957,1,118,2109
B,2425,79846682,0,64,2494
B,2426,79846735,1,64,1852
A,2427,79901437,0,125,2481
A,2428,79901552,1,123,2082
B,2427,79912334,0,64,2546
B,2428,79912387,1,64,1838
A,2429,79966037,0,132,2519
A,2430,79966156,1,134,2113
B,2429,79977983,0,64,2546
B,2430,79978036,1,64,1836
A,2431,80030656,0,141,2564
A,2432,80030785,1,141,2122
B,2431,80043639,0,63,2537
B,2432,80043691,1,64,1847
A,2433,80095304,0,149,2555
A,2434,80095444,1,147,2102
B,2433,80109304,0,64,2571
B,2434,80109358,1,63,1840
A,2435,80159579,0,156,2533
A,2436,80159723,1,156,2134
B,2435,80174970,0,64,2549
B,2436,80175023,1,64,1852
A,2437,80223468,0,164,2551
A,2438,80223620,1,164,2140
B,2437,80240633,0,64,2420
B,2438,80240686,1,64,1852
A,2439,80287388,0,172,2558
A,2440,80287545,1,175,2174
B,2439,80306306,0,64,2546
B,2440,80306359,1,64,1845
A,2441,80351324,0,180,2540
A,2442,80351492,1,180,2147
B,2441,80371979,0,64,2434
B,2442,80372034,1,62,1827
A,2443,80415269,0,188,2467
A,2444,80415444,1,189,2152
B,2443,80437643,0,65,2504
B,2444,80437697,1,63,1838
A,2445,80478842,0,196,2693
A,2446,80479027,1,194,2161
B,2445,80503309,0,64,2553
B,2446,80503360,1,65,1854
A,2447,80542025,0,203,2578
A,2448,80542216,1,203,2174
B,2447,80568959,0,64,2540
B,2448,80569012,1,64,1861
A,2449,80605221,0,212,2564
A,2450,80605418,1,214,2179
B,2449,80634613,0,64,2528
B,2450,80634667,1,63,1831
A,2451,80671563,0,209,2456
A,2452,80671759,1,210,2170
B,2451,80700269,0,64,2506
B,2452,80700324,1,62,1824
A,2453,80740242,0,201,2524
A,2454,80740430,1,202,2154
B,2453,80765923,0,64,2504
B,2454,80765976,1,64,1845
A,2455,80808905,0,192,2517
A,2456,80809087,1,190,2127
B,2455,80831582,0,71,2537
B,2456,80831641,1,72,1876
A,2457,80877163,0,184,2397
A,2458,80877335,1,184,2149
B,2457,80896862,0,79,2481
B,2458,80896930,1,79,1867
A,2459,80945394,0,176,2564
A,2460,80945557,1,177,2143
B,2459,80962146,0,87,2544
B,2460,80962224,1,85,1876
A,2461,81013610,0,167,2634
A,2462,81013763,1,169,2134
B,2461,81027450,0,96,2553
B,2462,81027535,1,94,1915
A,2463,81081416,0,159,2553
A,2464,81081563,1,159,2131
B,2463,81092377,0,104,2535
B,2464,81092469,1,104,1910
A,2465,81148812,0,151,2578
A,2466,81148949,1,152,2134
B,2465,81157319,0,112,2485
B,2466,81157420,1,110,1906
A,2467,81216198,0,144,2452
A,2468,81216329,1,144,2122
B,2467,81222283,0,120,2582
B,2468,81222392,1,119,1915
A,2469,81283582,0,134,2364
A,2470,81283703,1,135,2106
B,2469,81286884,0,128,2544
B,2470,81287001,1,127,1935
A,2471,81350559,0,126,2463
A,2472,81350670,1,129,2102
B,2471,81351504,0,136,2488
B,2472,81351629,1,135,1933
B,2473,81416137,0,144,2546
B,2474,81416270,1,142,1940
A,2473,81417517,0,118,2508
A,2474,81417622,1,119,2086
B,2475,81480391,0,152,2558
B,2476,81480532,1,150,1915
A,2475,81484455,0,110,2463
A,2476,81484552,1,110,2095
B,2477,81544658,0,159,2524
B,2478,81544806,1,157,1949
A,2477,81550983,0,102,2535
A,2478,81551075,1,100,2070
B,2479,81608544,0,167,2555
B,2480,81608701,1,165,1946
A,2479,81617491,0,94,2488
A,2480,81617571,1,96,2070
B,2481,81672443,0,175,2483
B,2482,81672606,1,174,1967
A,2481,81683980,0,86,2540
A,2482,81684053,1,87,2059
B,2483,81736363,0,183,2551
B,2484,81736536,1,181,1953
A,2483,81750459,0,77,2492
A,2484,81750523,1,78,2079
B,2485,81800300,0,191,2549
B,2486,81800481,1,189,1953
A,2485,81816137,0,69,2400
A,2486,81816194,1,69,2034
B,2487,81863863,0,198,2560
B,2488,81864048,1,198,1980
A,2487,81881803,0,63,2312
A,2488,81881854,1,65,2030
B,2489,81927058,0,206,2535
B,2490,81927251,1,207,1982
A,2489,81947466,0,62,2474
A,2490,81947515,1,66,2028
B,2491,81990261,0,214,2436
B,2492,81990465,1,212,1969
A,2491,82013119,0,63,2393
A,2492,82013169,1,65,1987
B,2493,82058172,0,208,2513
B,2494,82058370,1,206,1967
A,2493,82078780,0,63,2440
A,2494,82078831,1,64,2016
B,2495,82126847,0,200,2546
B,2496,82127037,1,198,1962
A,2495,82144434,0,63,2497
A,2496,82144483,1,66,2023
B,2497,82195119,0,191,2546
B,2498,82195299,1,189,1958
A,2497,82210098,0,62,2508
A,2498,82210147,1,66,2030
B,2499,82263384,0,183,2546
B,2500,82263556,1,181,1955
A,2499,82275764,0,63,2513
A,2500,82275814,1,65,1987
B,2501,82331620,0,175,2494
B,2502,82331783,1,174,1958
A,2501,82341418,0,63,2404
A,2502,82341469,1,64,2025
B,2503,82399449,0,166,2519
B,2504,82399603,1,166,1960
A,2503,82407075,0,63,2517
A,2504,82407126,1,64,2018
B,2505,82467263,0,158,2549
B,2506,82467410,1,156,1933
A,2505,82472734,0,62,2470
A,2506,82472783,1,66,1994
B,2507,82534669,0,150,2567
B,2508,82534806,1,151,1946
A,2507,82538392,0,63,2515
A,2508,82538442,1,66,2057
B,2509,82602067,0,142,2388
B,2510,82602200,1,139,1915
A,2509,82604057,0,63,2542
A,2510,82604107,1,65,2039
B,2511,82669054,0,133,2555
B,2512,82669178,1,129,1906
A,2511,82669718,0,66,2454
A,2512,82669774,1,60,2014
A,2513,82735383,0,64,2594
A,2514,82735434,1,65,2037
B,2513,82736027,0,125,2569
B,2514,82736142,1,122,1915
A,2515,82801045,0,63,2513
A,2516,82801095,1,66,2041
B,2515,82802981,0,117,2474
B,2516,82803088,1,114,1897
A,2517,82866708,0,63,2447
A,2518,82866759,1,64,2050
B,2517,82869528,0,109,2476
B,2518,82869626,1,108,1901
A,2519,82932362,0,63,2517
A,2520,82932413,1,64,2028
B,2519,82936052,0,101,2531
B,2520,82936141,1,100,1892
A,2521,82998014,0,63,2467
A,2522,82998065,1,64,2016
B,2521,83002558,0,92,2553
B,2522,83002639,1,92,1892
A,2523,83063673,0,63,2472
A,2524,83063722,1,66,2023
B,2523,83069054,0,84,2555
B,2524,83069127,1,84,1870
A,2525,83129344,0,63,2544
A,2526,83129397,1,63,2003
B,2525,83135157,0,76,2330
B,2526,83135223,1,73,1843
A,2527,83195015,0,63,2585
A,2528,83195067,1,64,2018
B,2527,83200850,0,67,2531
B,2528,83200905,1,68,1856
A,2529,83260685,0,63,2524
A,2530,83260734,1,66,2007
B,2529,83266526,0,64,2535
B,2530,83266580,1,63,1836
A,2531,83326357,0,63,2562
A,2532,83326408,1,64,2021
B,2531,83332198,0,63,2546
B,2532,83332251,1,63,1834
A,2533,83392022,0,63,2386
A,2534,83392072,1,65,2009
B,2533,83397861,0,64,2591
B,2534,83397916,1,62,1820
A,2535,83457684,0,63,2555
A,2536,83457737,1,63,2028
B,2535,83463526,0,64,2533
B,2536,83463579,1,64,1847
A,2537,83523356,0,67,2508
A,2538,83523411,1,67,2030
B,2537,83529197,0,65,2555
B,2538,83529252,1,62,1827
A,2539,83588644,0,75,2434
A,2540,83588709,1,73,2037
B,2539,83594870,0,63,2535
B,2540,83594921,1,66,1865
A,2541,83653945,0,83,2456
A,2542,83654014,1,85,2066
B,2541,83660540,0,64,2458
B,2542,83660595,1,62,1824
A,2543,83719260,0,91,2510
A,2544,83719338,1,92,2075
B,2543,83726205,0,64,2551
B,2544,83726260,1,62,1824
A,2545,83784193,0,99,2535
A,2546,83784279,1,100,2084
B,2545,83791867,0,64,2542
B,2546,83791918,1,66,1854
A,2547,83849142,0,106,2567
A,2548,83849237,1,107,2104
B,2547,83857527,0,64,2397
B,2548,83857580,1,64,1845
A,2549,83914115,0,115,2517
A,2550,83914215,1,117,2104
B,2549,83923194,0,64,2562
B,2550,83923246,1,65,1854
A,2551,83978708,0,123,2400
A,2552,83978818,1,125,2066
B,2551,83988858,0,64,2375
B,2552,83988911,1,63,1849
A,2553,84043313,0,131,2519
A,2554,84043434,1,129,2093
B,2553,84054517,0,64,2623
B,2554,84054571,1,63,1838
A,2555,84107945,0,138,2465
A,2556,84108069,1,142,2122
B,2555,84120192,0,64,2472
B,2556,84120244,1,65,1838
A,2557,84172603,0,147,2544
A,2558,84172737,1,148,2122
B,2557,84185866,0,64,2535
B,2558,84185918,1,65,1843
A,2559,84236865,0,154,2582
A,2560,84237007,1,154,2134
B,2559,84251526,0,64,2416
B,2560,84251579,1,64,1840
A,2561,84300756,0,162,2494
A,2562,84300906,1,162,2129
B,2561,84317189,0,64,2481
B,2562,84317242,1,64,1813
A,2563,84364656,0,170,2427
A,2564,84364811,1,173,2138
B,2563,84382846,0,64,2542
B,2564,84382898,1,64,1849
A,2565,84428577,0,177,2533
A,2566,84428745,1,176,2134
B,2565,84448507,0,64,2524
B,2566,84448561,1,63,1849
A,2567,84492509,0,187,2440
A,2568,84492684,1,186,2145
B,2567,84514161,0,64,2544
B,2568,84514213,1,65,1847
A,2569,84556060,0,193,2510
A,2570,84556238,1,196,2163
B,2569,84579810,0,64,2526
B,2570,84579864,1,63,1836
A,2571,84619230,0,201,2513
A,2572,84619417,1,203,2176
B,2571,84645459,0,64,2544
B,2572,84645510,1,65,1852
A,2573,84682424,0,209,2515
A,2574,84682620,1,211,2174
B,2573,84711116,0,64,2533
B,2574,84711171,1,62,1831
A,2575,84747203,0,211,2598
A,2576,84747400,1,214,2183
B,2575,84776779,0,64,2497
B,2576,84776832,1,63,1847
A,2577,84815898,0,203,2526
A,2578,84816087,1,205,2163
B,2577,84842445,0,64,2456
B,2578,84842498,1,64,1906
A,2579,84884574,0,195,2519
A,2580,84884757,1,195,2194
B,2579,84908110,0,72,2533
B,2580,84908172,1,69,1849
A,2581,84952846,0,186,2531
A,2582,84953022,1,184,2127
B,2581,84973396,0,79,2537
B,2582,84973463,1,80,1888
A,2583,85021093,0,179,2553
A,2584,85021260,1,178,2152
B,2583,85038697,0,88,2567
B,2584,85038774,1,87,1901
A,2585,85089327,0,170,2551
A,2586,85089482,1,173,2138
B,2585,85104011,0,95,2537
B,2586,85104096,1,94,1890
A,2587,85157151,0,161,2544
A,2588,85157297,1,164,2131
B,2587,85168952,0,104,2542
B,2588,85169045,1,103,1926
A,2589,85224578,0,153,2535
A,2590,85224720,1,152,2145
B,2589,85233920,0,112,2553
B,2590,85234023,1,109,1908
A,2591,85291989,0,145,2513
A,2592,85292119,1,148,2113
B,2591,85298903,0,120,2377
B,2592,85299013,1,117,1906
A,2593,85359368,0,137,2582
A,2594,85359493,1,137,2109
B,2593,85363496,0,128,2524
B,2594,85363615,1,125,1901
A,2595,85426735,0,128,2443
A,2596,85426849,1,130,2100
B,2595,85428109,0,136,2562
B,2596,85428236,1,133,1931
B,2597,85492740,0,144,2549
B,2598,85492873,1,143,1931
A,2597,85493696,0,120,2515
A,2598,85493804,1,120,2104
B,2599,85557400,0,152,2555
B,2600,85557541,1,151,1940
A,2599,85560655,0,112,2555
A,2600,85560754,1,113,2059
B,2601,85621690,0,159,2370
B,2602,85621837,1,158,1951
A,2601,85627211,0,104,2508
A,2602,85627300,1,107,2073
B,2603,85685606,0,167,2558
B,2604,85685762,1,166,1944
A,2603,85693754,0,96,2555
A,2604,85693836,1,98,2066
B,2605,85749527,0,175,2540
B,2606,85749692,1,173,1953
A,2605,85760269,0,88,2564
A,2606,85760345,1,88,2043
B,2607,85813467,0,183,2544
B,2608,85813640,1,181,1978
A,2607,85826382,0,80,2422
A,2608,85826447,1,83,2055
B,2609,85877423,0,191,2506
B,2610,85877602,1,191,1964
A,2609,85892480,0,71,2515
A,2610,85892539,1,72,2041
B,2611,85941014,0,198,2436
B,2612,85941203,1,194,1951
A,2611,85958565,0,63,2571
A,2612,85958618,1,62,2003
B,2613,86004220,0,206,2551
B,2614,86004417,1,203,1960
A,2613,86024239,0,63,2535
A,2614,86024287,1,67,2028
B,2615,86067440,0,214,2598
B,2616,86067642,1,214,1991
A,2615,86089911,0,63,2501
A,2616,86089961,1,65,2025
B,2617,86135351,0,208,2443
B,2618,86135551,1,204,1967
A,2617,86155565,0,63,2549
A,2618,86155618,1,62,2005
B,2619,86204018,0,200,2546
B,2620,86204208,1,198,1953
A,2619,86221213,0,63,2506
A,2620,86221263,1,65,2005
B,2621,86272280,0,191,2549
B,2622,86272462,1,187,1940
A,2621,86286859,0,63,2443
A,2622,86286911,1,63,2043
B,2623,86340527,0,183,2562
B,2624,86340698,1,183,1976
A,2623,86352515,0,63,2526
A,2624,86352566,1,64,2028
B,2625,86408776,0,175,2567
B,2626,86408940,1,173,1955
A,2625,86418183,0,63,2474
A,2626,86418233,1,65,2014
B,2627,86477008,0,166,2492
B,2628,86477162,1,165,1953
A,2627,86483852,0,63,2549
A,2628,86483902,1,65,2025
B,2629,86544828,0,158,2571
B,2630,86544975,1,156,1919
A,2629,86549516,0,63,2472
A,2630,86549568,1,64,2028
B,2631,86612633,0,150,2553
B,2632,86612771,1,149,1946
A,2631,86615182,0,63,2456
A,2632,86615232,1,66,2025
B,2633,86680033,0,141,2558
B,2634,86680163,1,139,1928
A,2633,86680849,0,63,2425
A,2634,86680900,1,65,2016
A,2635,86746520,0,63,2562
A,2636,86746571,1,64,2005
B,2635,86747027,0,133,2555
B,2636,86747149,1,132,1892
A,2637,86812189,0,63,2504
A,2638,86812240,1,64,2023
B,2637,86814003,0,125,2562
B,2638,86814118,1,123,1917
A,2639,86877854,0,63,2573
A,2640,86877908,1,62,2000
B,2639,86880962,0,117,2546
B,2640,86881069,1,114,1897
A,2641,86943518,0,63,2528
A,2642,86943567,1,67,2057
B,2641,86947902,0,109,2456
B,2642,86948001,1,106,1899
A,2643,87009182,0,62,2361
A,2644,87009233,1,64,2023
B,2643,87014435,0,101,2368
B,2644,87014525,1,100,1901
A,2645,87074848,0,63,2515
A,2646,87074899,1,64,2021
B,2645,87080955,0,92,2524
B,2646,87081036,1,92,1901
A,2647,87140509,0,63,2510
A,2648,87140562,1,63,2014
B,2647,87147453,0,84,2546
B,2648,87147526,1,83,1867
A,2649,87206167,0,62,2510
A,2650,87206215,1,67,2025
B,2649,87213537,0,76,2537
B,2650,87213604,1,72,1838
A,2651,87271834,0,63,2438
A,2652,87271885,1,64,2030
B,2651,87279229,0,67,2361
B,2652,87279286,1,66,1834
A,2653,87337505,0,63,2555
A,2654,87337557,1,64,2012
B,2653,87344904,0,64,2546
B,2654,87344957,1,64,1834
A,2655,87403171,0,63,2501
A,2656,87403223,1,63,2009
B,2655,87410571,0,64,2555
B,2656,87410625,1,63,1845
A,2657,87468843,0,63,2510
A,2658,87468895,1,63,2018
B,2657,87476244,0,65,2542
B,2658,87476299,1,62,1843
A,2659,87534520,0,63,2418
A,2660,87534569,1,66,2028
B,2659,87541921,0,63,2573
B,2660,87541974,1,64,1849
A,2661,87600194,0,71,2546
A,2662,87600252,1,72,2037
B,2661,87607597,0,64,2519
B,2662,87607649,1,65,1843
A,2663,87665496,0,79,2463
A,2664,87665562,1,80,2052
B,2663,87673274,0,64,2546
B,2664,87673329,1,62,1834
A,2665,87730815,0,86,2535
A,2666,87730888,1,89,2052
B,2665,87738952,0,64,2546
B,2666,87739005,1,64,1843
A,2667,87796144,0,95,2294
A,2668,87796228,1,94,2075
B,2667,87804624,0,65,2549
B,2668,87804677,1,64,1852
A,2669,87861093,0,103,2452
A,2670,87861181,1,106,2088
B,2669,87870296,0,64,2537
B,2670,87870347,1,65,1849
A,2671,87926055,0,111,2537
A,2672,87926154,1,111,2095
B,2671,87935958,0,64,2533
B,2672,87936013,1,62,1840
A,2673,87991034,0,120,2623
A,2674,87991141,1,120,2104
B,2673,88001625,0,64,2524
B,2674,88001677,1,65,1861
A,2675,88055642,0,127,2488
A,2676,88055756,1,128,2109
B,2675,88067296,0,64,2474
B,2676,88067351,1,62,1834
A,2677,88120259,0,135,2339
A,2678,88120384,1,133,2100
B,2677,88132957,0,64,2454
B,2678,88133012,1,62,1843
A,2679,88184891,0,143,2528
A,2680,88185023,1,142,2149
B,2679,88198619,0,64,2551
B,2680,88198671,1,65,1854
A,2681,88249542,0,151,2519
A,2682,88249683,1,149,2120
B,2681,88264283,0,63,2533
B,2682,88264336,1,64,1843
A,2683,88313811,0,159,2637
A,2684,88313958,1,157,2131
B,2683,88329938,0,64,2474
B,2684,88329991,1,64,1843
A,2685,88377701,0,167,2655
A,2686,88377853,1,169,2140
B,2685,88395593,0,64,2564
B,2686,88395648,1,62,1820
A,2687,88441616,0,174,2494
A,2688,88441777,1,174,2106
B,2687,88461257,0,64,2531
B,2688,88461310,1,64,1831
A,2689,88505538,0,182,2479
A,2690,88505711,1,179,2129
B,2689,88526910,0,64,2524
B,2690,88526964,1,63,1843
A,2691,88569475,0,190,2531
A,2692,88569654,1,189,2156
B,2691,88592567,0,64,2355
B,2692,88592620,1,64,1843
A,2693,88633046,0,198,2598
A,2694,88633232,1,197,2251
B,2693,88658230,0,64,2533
B,2694,88658283,1,64,1836
A,2695,88696237,0,206,2494
